ID,AttackingWorkRate,DefensiveWorkRate
263258,Medium,Medium
255065,High,Medium
225881,Medium,Medium
170072,High,High
259671,Medium,Medium
255063,Medium,High
253775,High,Medium
246863,High,Medium
234831,Medium,Medium
236611,Medium,Low
238913,Medium,Medium
262978,High,Medium
264258,Medium,High
222274,Medium,Medium
257090,Medium,Medium
260930,Medium,Medium
261442,Low,Low
216387,Medium,Medium
264260,High,High
53818,Medium,High
259908,Medium,Medium
264006,Medium,Medium
205382,Medium,Medium
212038,Medium,Medium
237382,Medium,Medium
257350,Medium,Medium
239175,Medium,High
260167,Medium,High
170305,Low,Medium
235329,High,Medium
233793,Medium,Medium
204097,Medium,Medium
232507,Medium,Medium
252219,High,Low
263228,Medium,Medium
225084,High,Medium
210493,Medium,Medium
188989,High,Medium
260925,High,Medium
229182,High,Medium
241214,Medium,Medium
244542,High,Medium
246078,Medium,Medium
239423,Medium,Medium
246591,Medium,High
261439,Medium,Medium
232256,Medium,Medium
240704,Medium,Medium
245056,Medium,Medium
255389,Medium,Medium
253597,Low,Medium
251293,Medium,Medium
245153,Medium,Medium
191006,Medium,Medium
247967,High,Medium
251807,Medium,Medium
258975,Medium,Low
203424,High,High
262305,Medium,Medium
222625,Medium,Medium
177313,High,Medium
252321,Medium,High
262942,High,Medium
255393,Medium,Medium
234658,Medium,Medium
242850,Medium,Medium
250786,High,Medium
251042,High,High
258722,Medium,Medium
263075,High,Medium
238755,High,Low
155422,Medium,Medium
257309,Medium,Medium
243869,Medium,Medium
257051,Medium,Medium
247833,High,Medium
252697,Medium,Medium
258841,Low,Medium
232474,Medium,Medium
183066,Medium,High
248858,Medium,Medium
200731,Medium,Medium
190235,Medium,Medium
264220,High,Medium
251165,Medium,Medium
220956,High,Medium
235548,Medium,Medium
239644,Medium,Medium
177692,Medium,High
259612,Medium,Medium
227869,Medium,Medium
228637,Medium,High
246557,Medium,Medium
259235,Medium,High
263332,Medium,Medium
202660,Medium,Medium
211884,High,Medium
262314,Medium,Medium
263082,High,Low
246442,Medium,Medium
253098,High,High
256170,Medium,Medium
236459,High,Medium
251051,Medium,Low
263084,Medium,Medium
231852,High,Medium
209572,Medium,Medium
234412,High,Medium
238508,Medium,Medium
244140,Medium,Medium
246956,Medium,Medium
254636,Medium,Medium
260268,Medium,Medium
207789,Medium,Low
213677,Medium,Medium
255913,Medium,Medium
255145,Medium,Medium
243881,High,High
254120,Medium,High
226724,Medium,Low
237220,Medium,Medium
248740,High,Medium
262821,High,Medium
224677,High,Medium
242085,High,High
253861,Medium,Medium
259237,High,Medium
246950,Medium,Medium
259750,Medium,Low
263079,Medium,Medium
233383,Medium,Medium
250791,Medium,Medium
253095,High,Medium
183720,Medium,Medium
251048,High,Medium
251816,Medium,Medium
235288,Medium,Medium
246807,Low,Medium
243223,Medium,Medium
240791,Medium,Medium
182681,High,Medium
211353,Medium,Medium
248216,Medium,Medium
246680,Medium,Medium
242584,High,Medium
211864,Medium,Medium
207768,Low,Low
203416,High,Low
213143,High,Medium
240788,High,Low
203415,High,High
262295,Medium,Medium
240278,Medium,High
255125,Medium,Medium
213653,Medium,Medium
263829,Medium,Medium
260244,High,Medium
253332,Medium,Low
257177,Medium,Medium
264090,High,Medium
203930,Medium,Medium
222618,High,Medium
240285,Medium,Medium
236445,Medium,High
254876,Medium,Medium
251548,High,Medium
230812,Medium,Medium
221852,Low,High
208540,High,High
264092,Medium,Medium
262812,Medium,Medium
259995,Medium,Medium
185243,Low,Medium
244891,Medium,High
165787,Medium,Medium
261018,Medium,Medium
257946,Medium,Medium
251034,Medium,Medium
239258,High,Medium
187796,High,High
240532,Medium,Medium
239383,Medium,Medium
234261,Low,High
259858,High,Medium
242707,Medium,Medium
263188,Medium,Medium
263956,Medium,Medium
232212,High,Medium
261140,High,Medium
262933,Medium,Medium
263189,Medium,Medium
246549,Medium,Medium
232596,Medium,Medium
210966,High,Medium
229398,Medium,Low
231446,Medium,Medium
248086,Medium,Medium
253974,High,Medium
262935,High,Medium
263703,Medium,Medium
172823,High,Medium
256018,Medium,Medium
202770,Medium,Medium
263954,Medium,Medium
262674,Medium,Medium
221844,Medium,Medium
221332,Medium,Medium
255635,Medium,Low
186259,Medium,Medium
184467,Medium,Medium
113555,High,Low
10899,High,Medium
262547,Medium,Medium
229135,Medium,Medium
233743,High,Low
251151,High,Medium
256527,Medium,Medium
258319,Medium,Medium
219664,Medium,Medium
245008,Medium,Medium
263953,Medium,Medium
228113,Medium,Medium
262237,Medium,Medium
200286,High,Medium
202079,Medium,Medium
212106,Medium,Medium
242060,Medium,Low
207756,Medium,High
255115,High,High
264587,High,Low
263307,Medium,Medium
255114,High,Medium
247946,Medium,Medium
213642,Medium,Medium
258441,Medium,High
254348,Low,High
169609,Low,High
232585,Medium,Medium
220041,Low,Medium
203145,Medium,Medium
201353,Medium,Medium
261768,Medium,Medium
152456,Medium,Medium
262792,Medium,High
244108,Medium,Medium
259212,Medium,Medium
245286,High,Medium
255119,Medium,High
241809,High,Medium
234897,Medium,Low
211345,Medium,Medium
245648,Medium,Medium
239504,Medium,High
230032,High,Medium
222864,Medium,Medium
222096,Medium,Medium
245903,Medium,Medium
239245,Medium,Low
234639,Medium,Medium
222351,Medium,Medium
222095,Medium,Medium
198543,High,High
241038,High,Medium
236686,High,High
245901,High,Low
239501,High,Medium
258183,Medium,Medium
241543,Medium,Medium
235143,Medium,Medium
210986,Medium,Medium
192811,Medium,Medium
257067,High,High
252715,Medium,Medium
242731,Medium,Medium
170027,Low,Medium
229163,Medium,Medium
232746,Medium,High
215338,High,Medium
262954,Medium,Medium
247942,Medium,Medium
251689,Medium,Medium
246825,Medium,Medium
239401,Medium,Medium
239145,Medium,Medium
236585,High,Medium
202793,Medium,Medium
260392,Medium,Medium
254760,Medium,Medium
197932,Medium,Medium
233772,Medium,Medium
244780,High,Medium
257068,High,Medium
245126,Medium,Medium
220038,Medium,Medium
219782,Medium,Medium
211846,Medium,High
262021,Medium,Medium
260485,High,High
254085,Medium,Medium
245893,Medium,Medium
240517,Medium,Medium
236677,Medium,Medium
213893,Medium,Medium
261764,Medium,High
242564,Medium,Medium
237188,Medium,Medium
259117,Medium,Medium
186157,Medium,High
213805,High,High
230290,Medium,Medium
231570,Medium,High
239477,Medium,Medium
254309,Medium,Medium
258691,Medium,Medium
263300,Medium,High
210820,Medium,Medium
259683,Medium,Medium
233572,High,Medium
238949,Medium,Medium
248165,Medium,Medium
253797,Medium,Medium
258405,Medium,Low
261223,Medium,Medium
199014,Medium,Low
210022,Medium,Medium
237926,Low,Medium
251494,High,Medium
224615,Medium,High
225383,Medium,High
229735,High,Low
245863,Medium,Medium
209027,Medium,Medium
205443,Medium,Medium
263555,Medium,Medium
259714,Medium,High
242302,Medium,Medium
251774,Low,High
246911,Medium,Medium
252031,High,Medium
210304,High,Medium
213376,Medium,Medium
194944,Medium,Medium
261504,Medium,Medium
262529,High,Low
215425,Medium,Medium
183425,High,Medium
251521,High,Medium
257153,High,Medium
263810,High,Medium
225922,Medium,High
239746,Medium,Medium
245122,High,Medium
258919,Medium,Medium
260968,Medium,Medium
232053,High,High
259185,High,Medium
169584,Medium,High
261488,Medium,Medium
242545,Medium,Medium
177521,Medium,Medium
244081,Low,High
183665,Medium,Medium
252785,Medium,Medium
253553,High,Medium
262770,Medium,Medium
205161,Low,Low
217202,Medium,Low
225650,Medium,Medium
237426,Medium,Medium
239730,Medium,High
254834,Medium,Medium
220787,Medium,Medium
231284,Medium,High
240756,Medium,Medium
234096,Medium,High
258415,Medium,Medium
245615,Medium,Low
260974,Medium,Medium
232553,Medium,Medium
263786,Medium,High
238187,Medium,Medium
247403,Medium,Medium
255851,Low,High
260203,Medium,Medium
263020,Medium,High
223852,Medium,Medium
234860,High,Medium
243052,High,Medium
252524,Medium,Medium
260716,Medium,Low
262509,Medium,Medium
237933,Medium,Medium
261485,Medium,Medium
150894,Low,High
251502,Medium,Medium
255527,Medium,Medium
210726,High,Medium
210783,Medium,Medium
263903,Medium,Medium
258784,Medium,Medium
257248,Medium,Medium
207584,Medium,High
200928,High,Low
259807,Medium,Medium
192479,High,Medium
251359,Medium,Low
242399,Medium,Medium
260574,Medium,Medium
202977,Medium,Medium
259038,High,High
257246,Medium,Medium
253662,Medium,Medium
251870,Medium,High
251358,Low,Medium
243422,High,Medium
238046,Medium,Medium
262109,Low,Medium
264161,Medium,Medium
243169,High,Low
258085,Medium,Medium
254638,High,Medium
204722,Medium,Medium
252080,Medium,Medium
262320,Medium,Medium
237999,Medium,Medium
223407,Medium,Medium
263343,Medium,Medium
259758,Medium,Medium
255150,High,Medium
263342,Medium,Medium
255457,High,High
169389,Medium,Medium
190179,Medium,Medium
250851,Medium,Medium
238051,Medium,High
239074,Medium,Medium
232674,Medium,Medium
212450,High,Low
205026,Medium,Medium
255453,Medium,Medium
254685,High,Medium
254173,Medium,Medium
232291,Medium,Medium
240600,Medium,Medium
227288,Medium,Medium
260311,Medium,Medium
258519,Medium,Medium
256983,Low,Medium
226775,Medium,Medium
238179,Medium,Medium
237923,Medium,Low
222051,Medium,Medium
245981,Medium,Medium
240738,High,Medium
173665,Medium,High
232545,Medium,Medium
255072,High,Medium
264288,Medium,Medium
253791,Medium,Medium
242271,Medium,Medium
228191,Medium,High
255449,Medium,Medium
255705,Medium,High
263898,Medium,Medium
256218,Medium,High
245725,High,Medium
234205,Medium,Medium
225245,Medium,Medium
263645,Medium,Medium
260828,Medium,Medium
255452,Medium,Medium
181468,Medium,Medium
245212,High,Medium
243932,Medium,Low
238044,Medium,Medium
222172,Medium,Medium
258523,Medium,Medium
256219,High,Medium
252379,Medium,Medium
248539,Medium,Medium
240347,Medium,Medium
231131,High,Low
245170,High,Medium
260274,Medium,Medium
224691,Medium,Medium
212255,Medium,Medium
264481,Medium,Medium
262689,Medium,Medium
190240,Medium,High
244256,Medium,Medium
264480,Medium,Medium
259615,Medium,Low
242975,Medium,Medium
236319,Medium,High
259614,Medium,Medium
182206,Medium,Medium
200704,Medium,Medium
215808,Medium,Low
223488,Medium,Medium
233728,Medium,Medium
243200,Medium,Medium
260352,Low,Medium
264127,High,Medium
253118,Medium,High
223777,Medium,High
228385,Medium,Medium
232481,Medium,Medium
236321,High,Medium
247333,High,Medium
236325,High,Medium
232997,Medium,High
227877,Medium,Low
244004,High,High
242980,High,Medium
254243,High,Medium
244515,High,Medium
243491,High,Low
240675,High,Medium
230179,Medium,Medium
263715,Medium,Medium
257570,High,Medium
257314,High,Medium
245026,Medium,Medium
229922,High,Medium
251425,High,High
248766,Medium,Medium
230846,High,High
242611,Medium,Medium
263094,High,Medium
229303,Medium,Medium
226743,Medium,Low
261558,Medium,Medium
256950,Low,Medium
256694,Low,High
255414,High,Medium
243126,Medium,Medium
240054,Medium,Medium
262838,Medium,Medium
207806,Medium,High
251317,Medium,Medium
183477,Medium,Medium
169909,Medium,Medium
230068,High,Medium
199860,Medium,Medium
264116,Medium,Medium
258227,High,Medium
256691,Medium,Medium
259767,High,High
262840,Medium,Medium
225976,Medium,Medium
242104,Medium,Medium
204222,High,Medium
264126,Medium,Medium
261565,Medium,Medium
247741,Medium,Medium
242109,Medium,Medium
211389,Medium,Medium
258492,Medium,Medium
256700,Medium,Medium
242364,High,Low
173244,Medium,Medium
264380,Medium,Medium
183993,High,High
244409,Medium,Medium
238009,High,Medium
221625,High,Medium
200633,Medium,Medium
243896,Medium,Medium
241422,High,Low
212989,Medium,Medium
214783,Medium,Medium
258815,Medium,Medium
234490,High,Medium
233466,Medium,Medium
264442,Low,Medium
262906,Medium,Medium
257785,Low,Medium
243705,Medium,Medium
229881,High,Low
260600,High,Medium
247032,High,Medium
165880,Medium,High
200952,Medium,Medium
248823,High,Medium
243959,Medium,Medium
262647,Medium,Medium
245494,High,Medium
240886,Medium,Medium
165110,Medium,Medium
262902,Medium,High
183807,High,High
198655,Medium,High
170229,Low,High
260094,Medium,High
262907,Medium,Medium
263163,Medium,Medium
201467,Medium,Medium
233211,Medium,Medium
233467,High,Low
242683,Medium,Low
245499,Medium,High
262396,Medium,Medium
207868,High,Medium
260092,Medium,Low
241658,High,Medium
163581,Low,High
231933,Medium,Medium
183549,Medium,Medium
253693,Medium,Medium
255485,Medium,Medium
259581,Medium,Medium
262654,Medium,Medium
251902,Medium,Medium
261621,Medium,High
258804,Medium,Medium
252922,High,Medium
223988,Medium,Medium
254964,High,Low
264692,Medium,Medium
255226,Medium,Medium
230644,Medium,Medium
253428,Medium,Medium
232436,Medium,Medium
253161,Low,Medium
232682,Medium,Medium
248109,High,Medium
246829,Medium,Medium
238057,Medium,Medium
237101,Medium,Medium
209965,Medium,Medium
263149,High,Medium
258284,High,Low
254188,Medium,Medium
251628,Medium,Medium
254509,Medium,Medium
263404,Medium,Low
244715,Medium,Medium
223467,Medium,Medium
256746,High,Medium
248298,Medium,Low
222188,Medium,Medium
264238,High,Medium
229678,High,Medium
242990,Medium,Medium
256819,Medium,Medium
253235,Low,High
248371,Medium,High
177971,Low,Medium
224307,High,Medium
248114,Medium,Medium
240946,High,Medium
239666,Medium,Medium
199218,Medium,High
261169,High,Medium
255793,High,Medium
254513,Medium,Medium
261167,High,Medium
260143,Medium,Medium
252975,Medium,Medium
247343,Medium,Medium
237937,Medium,Medium
261352,Medium,Medium
231932,High,Low
204348,Medium,Medium
243004,Medium,High
260351,Medium,Medium
258303,Medium,Low
232959,Medium,Medium
205311,High,Medium
262399,High,High
256510,Medium,Medium
251646,High,Low
213502,Medium,Medium
262910,High,Medium
259325,High,Medium
230653,Medium,Medium
214525,Medium,Medium
259579,Medium,Medium
258355,Medium,Medium
253179,Medium,Low
263418,Medium,Medium
255225,Medium,High
203512,Medium,Medium
260087,Medium,Medium
251895,Medium,Medium
262903,Medium,High
247286,Medium,Low
207606,Medium,Medium
263158,Medium,Low
257013,High,Medium
241397,High,High
240373,High,Medium
252916,Medium,Medium
261691,Medium,Medium
260923,Medium,Medium
259899,Medium,Medium
191803,Medium,Medium
263732,Medium,Medium
234804,Medium,High
238132,High,Medium
204853,Medium,Medium
247349,Medium,High
262710,Medium,Medium
264502,Medium,High
228918,Medium,Medium
247350,Medium,Medium
254262,Medium,Medium
258102,High,Medium
260918,Medium,Medium
234295,Medium,Medium
243767,High,Medium
258103,Medium,Medium
260919,High,Medium
263480,Medium,Medium
251192,Medium,Medium
254776,Medium,Medium
257080,High,Medium
264249,Medium,Medium
208953,Medium,Medium
234297,Medium,Medium
240186,Medium,High
176442,Medium,High
242746,Medium,Medium
256058,High,Medium
261690,High,Medium
243515,Medium,Medium
262633,Medium,Medium
253921,High,Low
255720,Medium,Medium
248296,Low,High
263435,High,Medium
239371,Medium,Medium
243468,Medium,High
254989,High,Low
259085,Medium,Medium
261133,Medium,Medium
262926,Low,Medium
251918,Low,High
254222,Medium,Medium
237839,Low,Medium
251919,Medium,Medium
224016,Medium,Medium
226832,Medium,Medium
254992,Medium,Medium
262673,Medium,Medium
202769,Medium,Medium
229393,Medium,Medium
231697,High,Medium
201491,Medium,Medium
233492,Medium,Medium
241428,High,Medium
244501,Medium,Medium
263190,Medium,Medium
200714,Medium,Low
263178,Medium,Medium
248073,Medium,Medium
254469,Low,Medium
262659,Medium,Medium
243971,Medium,Medium
264452,High,Medium
202244,Medium,Medium
250884,Medium,Medium
256004,Medium,Medium
257796,Medium,Medium
261380,Medium,Medium
252165,Medium,High
252421,Medium,Medium
258821,High,Medium
169481,Medium,High
246278,Medium,Medium
258822,Medium,Medium
220167,Medium,Medium
239623,Medium,High
257031,High,Medium
262664,Medium,Medium
243464,High,High
263177,Medium,High
215561,High,Medium
230409,Medium,Medium
221206,High,Medium
239126,Medium,Medium
251926,Medium,Medium
263398,Low,Medium
232675,Medium,Medium
237027,Medium,Medium
258787,Medium,Medium
222180,Medium,Medium
257764,Medium,Medium
210149,High,Medium
232677,Medium,Medium
257253,Medium,Medium
258533,Medium,Medium
261349,Medium,Medium
241382,Medium,Low
232418,Medium,Medium
262940,Medium,Medium
255206,High,Medium
256742,Medium,Medium
202727,Medium,Low
209895,Medium,Medium
250855,High,Medium
257255,Medium,High
200936,High,Medium
228072,Medium,Medium
232680,High,Medium
259810,Medium,Medium
260577,Medium,Medium
255255,Medium,Medium
257245,Medium,Medium
258071,Medium,Medium
262168,High,Medium
263448,High,Low
238104,Medium,Low
259096,High,High
261595,Medium,Medium
263132,High,Medium
240604,Medium,Medium
242652,High,Medium
254172,Medium,Medium
260061,Medium,Medium
262899,Low,High
233950,High,High
257758,Medium,Medium
263135,Medium,Medium
244191,Medium,Medium
260575,Medium,Medium
264160,Medium,High
246240,Medium,Medium
246752,High,Low
251872,High,Medium
233953,Medium,Medium
252148,High,High
257753,High,High
257010,Medium,Medium
262488,Medium,Medium
229731,Medium,Medium
247395,Medium,Medium
242276,Medium,Low
250724,High,Medium
252260,High,Medium
261476,Medium,Medium
263270,Medium,Medium
209254,High,Medium
222822,High,Medium
207463,High,Medium
253799,Medium,Medium
219392,Medium,Medium
190720,Medium,Low
238081,High,Medium
263170,Medium,Medium
238338,Medium,Medium
247042,Medium,Medium
253996,Medium,Low
185388,Medium,Medium
242732,Medium,Medium
241452,Medium,Medium
236588,Medium,High
215084,Medium,Low
207459,High,High
264035,High,Medium
248674,Medium,Medium
261211,Medium,Medium
240472,Low,Medium
257112,Medium,Medium
237657,Medium,High
240473,High,Medium
255577,Medium,Medium
258393,Medium,Medium
264026,Medium,Medium
224602,Medium,High
260442,Medium,Medium
259419,Medium,Medium
247388,Medium,Low
264546,Medium,High
221277,Medium,Medium
233054,Medium,High
243294,Medium,Medium
262751,Medium,Medium
252255,Medium,Medium
254303,Medium,Medium
213344,Medium,Medium
247905,Low,High
260705,Medium,Medium
264290,Medium,Medium
263724,Medium,Medium
240939,Medium,Medium
239915,Medium,Medium
264221,Medium,Medium
237089,High,Medium
208929,High,High
241440,Medium,Medium
238880,Medium,High
251167,High,Medium
193310,Medium,Medium
244510,Medium,Medium
239646,Medium,Low
244765,High,Medium
237341,Medium,Medium
263965,Medium,Medium
256801,Low,Medium
194076,Medium,Medium
247836,High,Medium
245276,Medium,Medium
203548,High,Medium
264476,Medium,Medium
259864,Low,Medium
263449,Medium,Low
251417,Medium,Medium
262171,Medium,Medium
264219,Medium,Medium
241953,Medium,Medium
264482,Medium,Medium
259114,Medium,Medium
246821,High,Medium
244010,Medium,Medium
260648,High,Medium
256296,Medium,Medium
251176,Medium,Medium
212776,Medium,High
237095,Medium,Medium
254246,High,Medium
263718,High,Medium
262950,Low,Medium
259877,High,Medium
238117,Medium,Medium
224546,Low,High
263973,Medium,Medium
259620,Medium,Medium
257060,Medium,Medium
245796,Medium,Medium
240420,Medium,Medium
186147,Medium,Medium
251427,Medium,Medium
223011,Medium,Medium
253474,Low,Medium
240674,Medium,Medium
224088,Medium,High
244567,Medium,Medium
254194,Medium,Medium
202583,Medium,Medium
247001,High,Medium
246233,Medium,Medium
240345,High,Medium
219865,Medium,Medium
251352,High,Medium
240856,Medium,Medium
226264,Medium,Medium
264664,Medium,Medium
233687,High,Medium
261334,Medium,Medium
242134,Medium,Medium
226006,Medium,Medium
258261,Medium,Medium
257237,Medium,Medium
251349,Medium,Medium
210901,High,Medium
247508,Medium,Medium
245716,Medium,Medium
264660,High,Medium
262356,High,Low
257235,Medium,Medium
251603,High,Low
244179,Medium,Medium
254722,High,Low
224731,Medium,Medium
233691,Medium,Medium
226800,High,Medium
248050,High,Medium
241650,Medium,Medium
240882,Medium,Medium
263154,Medium,Medium
195057,Medium,Medium
255729,Medium,High
251889,Medium,Medium
237553,Medium,Medium
236785,High,High
263921,High,Medium
260335,Medium,Medium
261083,Medium,Medium
258031,Medium,Medium
254959,Medium,Medium
254191,Medium,Medium
248559,Medium,Medium
235247,Medium,Medium
230895,Medium,Medium
263663,High,Low
254702,Low,High
255213,High,Medium
230893,Medium,Medium
241875,Medium,Medium
150995,Low,Medium
264147,High,Medium
258644,Medium,Medium
257480,Medium,Medium
255176,Medium,Medium
251848,High,Medium
205139,Medium,High
244563,High,High
247123,Medium,Medium
253779,Medium,Medium
261971,Medium,Medium
246100,Medium,Medium
255828,Medium,Medium
260436,Medium,Medium
236234,Medium,Medium
221525,Low,Medium
240725,Medium,High
255829,Medium,Medium
256853,Medium,Medium
209750,Medium,Medium
233814,Medium,Medium
245334,Medium,Medium
247638,Medium,Medium
248662,High,Medium
264535,Medium,Medium
259528,High,Medium
187338,Medium,Medium
262098,High,Medium
244942,Medium,Low
244178,Medium,Medium
260561,Medium,Medium
264657,Medium,Medium
264401,Medium,Medium
259280,Medium,High
251856,Medium,Medium
231120,Medium,Medium
255183,Medium,High
263631,High,Medium
259534,High,Medium
247245,Medium,Medium
253898,High,Medium
245453,Medium,Medium
255436,Medium,Medium
264652,High,Medium
263628,Medium,Medium
261323,High,Medium
259531,Medium,Medium
239051,Low,High
225739,Medium,Medium
262347,High,Medium
255434,High,Medium
256002,Medium,Medium
254694,Medium,Medium
263594,High,Medium
256172,Medium,Medium
239016,Medium,Medium
248488,Medium,Medium
260264,Medium,Medium
263081,Medium,Medium
263337,Medium,Medium
262057,Medium,Medium
246954,Medium,Low
257194,Medium,Medium
257962,Medium,Medium
228267,Medium,Medium
239019,Medium,Medium
257707,High,Medium
258988,High,Low
224322,Medium,Medium
262573,Medium,Medium
202925,Medium,Medium
208813,Medium,Medium
240813,High,High
245165,Medium,Medium
251054,High,Medium
260014,Medium,Medium
262062,High,Medium
262831,High,Medium
260527,Medium,Medium
251312,Medium,High
261040,Medium,Medium
224936,Medium,Medium
212392,Medium,Medium
264104,Medium,Medium
258983,Medium,Medium
176839,Medium,High
52679,Medium,Medium
226504,Medium,High
240328,Medium,Medium
264096,Medium,High
234912,Medium,Medium
241312,Medium,Medium
258976,High,High
262561,Medium,Medium
241825,Medium,High
216226,Medium,High
221346,Medium,Medium
248482,Medium,Medium
255394,Medium,Medium
213667,Medium,Medium
235939,Medium,Medium
256931,Low,Medium
203428,Medium,Medium
206500,Medium,Medium
258468,High,Medium
236197,Medium,Low
239013,Medium,Medium
239783,Medium,Medium
248487,Medium,Medium
253607,High,Medium
242609,Medium,Low
247985,Medium,Medium
250801,Medium,Medium
261452,Medium,Medium
264524,Medium,Medium
263500,Medium,Medium
246603,Medium,Medium
245067,High,Medium
244811,Medium,Medium
254282,Medium,Medium
263498,Medium,Medium
255305,Medium,Medium
264265,Medium,Medium
222279,Medium,Medium
257862,Medium,Medium
239942,Medium,Medium
250949,Medium,Medium
227653,Medium,Medium
261188,High,Medium
260420,Medium,Medium
255812,Medium,Medium
250948,Medium,Medium
239428,High,Medium
233284,Medium,High
210244,Medium,Medium
262212,Medium,Medium
259907,High,Medium
258627,High,Medium
241475,High,Medium
246604,High,Medium
235597,Medium,Medium
261554,High,Medium
243021,Medium,Medium
246195,Medium,Medium
253875,Medium,Medium
261299,High,Medium
261555,Medium,Medium
264531,High,Medium
258642,Low,High
244818,High,Medium
240722,Medium,Medium
262226,High,High
260433,High,Low
260177,Medium,Medium
259153,Medium,Medium
252241,Medium,Medium
248145,Medium,Medium
246353,High,Medium
230737,Medium,Medium
261456,Medium,Medium
247376,Medium,Medium
244048,Medium,Medium
166736,High,Medium
212816,Medium,Medium
263760,Medium,Medium
259919,Medium,Medium
257871,Medium,Medium
253774,High,Medium
236487,Medium,High
247237,Medium,Medium
241349,Medium,Medium
215685,Medium,Medium
253828,Medium,Medium
240772,Medium,Medium
140420,Medium,Medium
264324,Medium,Medium
261251,Medium,Medium
254851,High,Medium
252547,Medium,Medium
237699,Medium,Medium
208771,Medium,High
262787,Medium,Medium
259970,High,Medium
247426,Medium,Low
264066,Medium,Medium
258945,Medium,Medium
237185,High,Medium
255360,High,Medium
251264,Medium,Medium
263296,Medium,Medium
260735,Medium,Medium
258687,Medium,Medium
246399,High,Medium
200319,High,Medium
263551,Medium,Medium
260990,High,Medium
186494,Medium,Medium
254084,Medium,Medium
261765,Medium,Medium
248445,Medium,Medium
263046,High,Low
262287,High,Medium
255374,Medium,High
252302,High,Medium
235918,Low,Medium
231310,Medium,Medium
252301,Medium,Medium
237965,High,High
229005,Medium,Medium
264589,Medium,High
240524,Medium,Medium
262284,Medium,High
260235,Medium,Medium
192651,Medium,Medium
262283,Medium,Medium
238473,Medium,Medium
262793,Medium,Medium
258184,High,Medium
219272,Medium,High
205704,Medium,High
201864,Medium,Medium
232583,Medium,Low
250758,Medium,High
231046,Medium,Medium
152454,High,High
213894,High,Medium
239998,Medium,High
244093,Medium,Medium
223941,High,Medium
263355,Medium,Low
253627,Medium,Medium
261563,Medium,Medium
238780,Medium,Medium
247740,Medium,Medium
254396,Medium,Medium
231615,Medium,Medium
244671,Medium,Low
191679,Medium,Medium
258751,Medium,Medium
264128,Medium,Medium
259264,Medium,Medium
244929,High,Medium
253121,High,Low
192961,Medium,Medium
264642,Medium,Medium
237506,Medium,Medium
239042,Medium,Medium
242370,High,Medium
252098,Medium,Medium
253123,Medium,Medium
261571,Medium,Medium
264132,High,Medium
247748,Medium,Medium
256196,Low,Medium
259780,Medium,Medium
225467,Medium,High
257722,Medium,High
241277,High,Medium
256442,Medium,High
170877,Medium,Medium
226429,Medium,Medium
263604,Medium,Medium
225716,High,Medium
191924,Medium,Medium
264629,Medium,Medium
203189,Medium,Medium
246709,Medium,Medium
245174,Medium,Low
246454,Medium,High
247734,Medium,High
251574,Medium,Medium
251830,Medium,Medium
254646,Medium,Medium
258230,Medium,Medium
227767,High,Medium
241335,Medium,Medium
252599,Medium,Medium
259255,Medium,Medium
212664,High,Medium
246456,Medium,Medium
255160,High,Medium
232633,Medium,Medium
254905,High,Low
222394,High,Medium
262467,High,Medium
257819,Medium,Medium
261483,High,Medium
260255,Medium,Medium
239221,Low,Medium
236662,Medium,Medium
253814,Medium,High
254838,Medium,Medium
258934,Medium,Medium
243831,Medium,Low
261495,Medium,Medium
239480,Medium,Medium
244600,Medium,Medium
260216,High,Medium
260728,Medium,Low
231033,Medium,Medium
242809,Medium,Medium
247673,Medium,High
256889,Medium,Medium
259193,Medium,Medium
240506,Medium,Medium
259194,Medium,High
262268,Medium,High
245628,Low,Medium
252796,Medium,Medium
206142,Medium,Medium
229184,Low,Medium
248384,Medium,Medium
228767,High,Medium
256832,Medium,Low
258880,Medium,Medium
229185,Medium,High
251201,Medium,Medium
242804,Medium,Medium
262772,Medium,Medium
260723,High,Medium
247405,Medium,Medium
255081,Medium,Medium
192361,Medium,Medium
234858,Medium,Medium
242282,Medium,Medium
259178,Medium,Medium
261482,Medium,Medium
246123,Medium,Medium
254315,Medium,High
255339,High,Medium
199021,High,Medium
134765,Medium,Medium
221293,High,Medium
230765,Medium,Medium
262254,Medium,Medium
243827,High,Medium
242286,High,Medium
260206,Low,High
262511,Medium,Medium
263279,High,Low
256367,Medium,Medium
259695,Medium,Medium
264048,Medium,Medium
232816,Medium,Medium
243056,Medium,Medium
252016,Medium,Medium
247409,Medium,Medium
242034,Medium,Medium
193906,Medium,Medium
263234,Medium,Medium
251772,Medium,Medium
262548,Medium,Medium
223894,Medium,Medium
187797,Low,Medium
251285,Medium,Medium
264085,Medium,Medium
255636,Medium,Low
251028,Medium,Medium
247444,Medium,Medium
237204,High,Medium
211604,Medium,Medium
262804,Medium,High
257171,Medium,Medium
251539,High,Medium
243603,High,Medium
169619,Medium,High
220819,High,Medium
219795,Medium,Medium
263571,High,Medium
263059,High,Medium
245906,Medium,Medium
240786,High,Medium
263570,Medium,Medium
261265,Medium,Medium
243345,Medium,Medium
246121,High,Medium
237201,Medium,Medium
236689,High,Medium
253840,Medium,Medium
241552,High,Medium
258447,Low,High
246671,Medium,Medium
240489,Medium,Medium
263574,Medium,Medium
263319,Medium,Medium
241818,Medium,Medium
