ID,Positions,BestPosition,ClubPosition,NationalPosition
222145,CB CDM,CDM,CB,
260800,LW RW,LW,SUB,
258240,LWB LB LM,LWB,SUB,
257728,LB,LB,LB,
210368,GK,GK,GK,
264640,CDM,CDM,SUB,
247017,LB LM,LWB,LB,
237802,GK,GK,SUB,
263620,CDM,CB,RES,
167919,LB ST,LB,SUB,
264176,LM ST RM,LM,SUB,
223984,RB,RWB,SUB,
233969,CB CDM RB,CB,CB,
183025,ST CF,ST,ST,
256753,CB CDM CM,CB,CDM,
258545,LM RM ST,ST,RM,
262898,CAM RW,CAM,RW,
241138,ST,ST,SUB,
246002,RWB RB,RWB,RES,
244927,CM RB RM,CM,SUB,
230847,RM LM,RM,RW,
259314,GK,GK,RES,
234227,LM RM,CAM,LM,
258547,ST,ST,SUB,
261619,CB,CB,RES,
262388,CB LB,CB,SUB,
263156,CDM,CM,SUB,
260591,LM LB,LM,LB,
221167,RB LB,RB,LB,
242154,CM ST CDM,CAM,CM,
263919,ST,ST,SUB,
243690,RM,RM,RM,
244202,CB LB,CB,SUB,
260842,LM,LM,SUB,
210667,CM CAM,CAM,SUB,
232427,LM RM CF,RM,LM,
258283,CDM,CB,RES,
260587,GK,GK,SUB,
262380,LB LM LW,LB,SUB,
205036,RB,RB,SUB,
241388,GK,GK,SUB,
191980,CB LB LM,LWB,LWB,
260076,CDM CM CB,CDM,SUB,
260332,CM CDM,CM,SUB,
232174,ST,ST,ST,
175598,CM CDM,CDM,CM,
242926,CDM CM,CDM,SUB,
262639,CB,CB,CB,
257731,CDM CM CB,CDM,CM,
200900,CM CDM CAM,CAM,SUB,
256522,ST LM,ST,SUB,
262918,LB LM,LWB,SUB,
211717,RB RWB,RB,RB,
255236,GK,GK,SUB,
254980,LB LM,RWB,SUB,
237316,CB,CB,SUB,
262148,CM CAM,CAM,RES,
260867,LM RM,RM,LM,
260355,CF RM CM,RM,SUB,
257027,GK,GK,RES,
255491,CDM CM,CDM,RES,
260866,CB,CB,SUB,
256770,RB,RB,RES,
253954,LM RM,RW,SUB,
253442,GK,GK,SUB,
222978,CDM CM,CM,CDM,
262402,LB,LB,RES,
261377,CB,CB,SUB,
251905,CB,CB,SUB,
251653,CB LB,CB,CB,
229126,CB,CB,SUB,
232449,GK,GK,SUB,
245510,RB,RB,RB,
255242,CAM,CAM,RES,
228362,LB,LWB,LB,
257289,ST,ST,SUB,
242953,CB,CB,,SUB
237833,ST LW RW,CAM,SUB,
230921,CAM CM,CAM,CM,
201993,ST,ST,ST,
260360,CB,CB,RES,
252424,LB,LB,SUB,
239880,LW LM ST,LW,SUB,
222471,GK,GK,SUB,
211463,ST,ST,SUB,
258054,LM RM CAM,CAM,SUB,
257286,RB,RB,SUB,
254726,CM,CM,SUB,
248070,CDM,CB,RES,
245766,ST,ST,SUB,
239873,ST,ST,SUB,
226561,LB RB,LB,SUB,
220356,CB RB,CB,SUB,
264392,LM CM LB,RM,SUB,
242119,RW LW,LM,SUB,
240583,CDM CM,LM,CDM,
239559,GK,GK,SUB,
169415,GK,GK,SUB,
259014,CAM RW LW,CAM,RES,
223174,GK,GK,SUB,
256453,RM ST,RM,ST,
187077,ST LM RM,RW,RM,
251333,LB LM,LWB,LB,
244677,CDM CM,CM,CDM,
259524,CB,CB,RES,
191684,GK,GK,SUB,
256964,RB LB,RB,RES,
253636,GK,GK,SUB,
253380,CB,CB,RES,
252868,CB CDM,CB,SUB,
247236,RB LB,RB,SUB,
259527,RM RB,RM,RES,
244680,LWB RWB LW,RM,LWB,
216833,GK,GK,SUB,
251592,CDM CB,CDM,SUB,
220375,CM CAM,CAM,SUB,
229067,GK,GK,RES,
259530,GK,GK,RES,
259018,CB,CB,RES,
251082,CAM CM,CAM,SUB,
182474,GK,GK,GK,
242634,CM CDM,CAM,CM,
229066,CAM CM,LM,SUB,
202698,CDM CM,CM,CM,
255177,CDM CM,CDM,CM,
230345,CDM CB,CDM,SUB,
218057,RB,RB,SUB,
208073,CB,CB,SUB,
262345,CB CDM,CB,SUB,
258504,LM ST,ST,SUB,
255944,RB,RB,SUB,
253384,LB,LB,RES,
237181,CB LB,CB,SUB,
231503,ST,ST,SUB,
253821,CDM,CDM,SUB,
258352,LB,LB,RES,
264239,LB LWB,LB,RES,
240175,CM,CAM,SUB,
245039,CAM RM,RM,SUB,
259631,LB,LB,RES,
208944,CB,CB,CB,
227632,CB,CB,LB,
186416,ST,ST,ST,
254768,RM RB,RM,SUB,
258864,GK,GK,SUB,
260910,RM LM,CAM,RES,
259632,CB,CB,RES,
260144,CM CDM,CDM,RES,
263217,RB CB,RB,RES,
264241,CB,CB,SUB,
202801,CB,CB,CB,
205361,CM CDM,CDM,CDM,
245041,CB,CB,RES,SUB
258609,LB RB,LB,SUB,
262959,ST,ST,SUB,
243502,GK,GK,SUB,
208457,ST LM,ST,SUB,
259403,LM RM CF,RM,RES,
257353,CM RM,CAM,SUB,
259401,LW CAM,RM,SUB,
259913,CAM,ST,RES,
263242,ST,ST,SUB,
222282,LM LW CM,LM,SUB,
242506,RB,RB,SUB,
246858,LB RB,LB,SUB,
257611,RW LW,LM,LW,
212812,ST,ST,RES,
242734,CB,CB,SUB,
236364,CM CDM CAM,CAM,SUB,
246861,CM CAM,CAM,RES,
231502,LW ST,LW,SUB,
246862,ST RW,CAM,SUB,
247886,CDM,CDM,SUB,
259918,GK,GK,SUB,
260141,CM RM,CAM,RES,
233006,RB,RB,RB,
181298,CB,CB,CB,
256050,GK,GK,SUB,
259634,LB LWB,LB,LB,
259641,LM LWB CF,LM,LM,
240951,RW LW CAM,LM,RES,
252471,CDM CM,CDM,RES,
263736,CB LB,CB,SUB,
264248,LB,LB,RES,
211512,RB,RB,SUB,
237624,RB CB RM,RB,SUB,
258360,CDM CM,CB,RES,
208697,GK,GK,SUB,
260409,GK,GK,SUB,
262963,CAM,RW,SUB,
261689,LB,LWB,RES,
247822,RM CM CDM,RM,RM,
213519,CM CB CDM,CM,SUB,
179871,CM,CM,SUB,
263839,CDM CM,CDM,CDM,
248478,GK,GK,SUB,
240286,GK,GK,SUB,
261533,CAM ST,ST,ST,
210999,CB,CB,SUB,
258870,CB CDM,CB,SUB,
190518,ST,ST,SUB,
252470,RW LW,RM,SUB,
253491,CM,CAM,RES,
256051,CM RB,CAM,SUB,
258867,LW RW,RM,SUB,
201268,LW RM,LW,LW,
224820,CAM LW,CAM,SUB,
256564,RM RW LM,RM,RES,
262709,CB,CB,RES,
202549,CB,CB,SUB,
235573,RB RWB CB,RWB,RES,
244533,CAM CF RM,CAM,CM,
247093,CDM CM,CM,CM,
256053,GK,GK,SUB,
258869,ST,ST,RES,
260149,CM,CAM,CM,
261173,GK,GK,SUB,
236342,LW RW,LW,LW,
242230,CDM CM,CDM,SUB,
224585,LB,LB,SUB,
261704,RB,RB,SUB,
239742,GK,GK,SUB,
263250,RB CB,RB,RB,
189013,GK,GK,RES,
236885,ST,ST,RES,
245076,CB,CB,RES,
243284,CB,CB,SUB,
214099,CM LW,RM,SUB,
254290,RB LB LM,RB,SUB,
253010,CM,CM,SUB,
236626,CB RB LB,CB,SUB,
257873,RB,RB,RB,
252758,CM CDM CAM,CAM,CDM,
243537,ST,ST,SUB,
240977,RM,RM,RM,
225361,GK,GK,GK,
214353,GK,GK,SUB,
260432,CDM CM,CDM,SUB,
230736,CAM ST CM,CAM,CM,
221264,ST,ST,ST,
258895,ST,ST,SUB,
262742,GK,GK,SUB,
256854,CB CDM,CB,SUB,
238920,RB LB,RWB,RB,
263515,LB,LB,RES,
260444,CB,CB,CB,
258396,CB,CB,CB,
235868,ST RW,ST,SUB,
233052,CAM CM,RM,RES,
222300,CDM CM,CB,CM,
258139,LW CF,CAM,RES,
252507,CAM CM,RM,SUB,
264539,RM CAM,RM,SUB,
252506,CM,CAM,RES,
262487,CM CDM,CM,CM,
251482,RM LM,RM,SUB,
243034,ST LM,ST,RES,
263258,ST,ST,SUB,
255065,ST,ST,SUB,
225881,RB,RB,SUB,
170072,ST,ST,SUB,
259671,RW,RW,SUB,
255063,CB CDM,CB,CB,
253775,CM CAM,CAM,SUB,
246863,CAM CM,CAM,SUB,
234831,CB LB,CB,SUB,
236611,ST,ST,ST,
238913,LM LW CAM,LM,LM,
262978,RM CAM LM,CAM,RES,
264258,LM LB RM,LM,RES,
222274,GK,GK,GK,
257090,CB,CB,SUB,
260930,CB,CB,RES,
261442,RW,RW,SUB,
216387,ST,ST,ST,
264260,ST,ST,SUB,
53818,CM,CDM,SUB,
259908,RB,RWB,RB,
264006,CB LB,CB,RES,
205382,RM LM,RM,LM,
212038,GK,GK,RES,
237382,CM,CM,RES,
257350,GK,GK,RES,
239175,CM RW,RM,SUB,
260167,CB,CB,RES,
170305,CDM CM,CB,CDM,
235329,RB RWB,RB,SUB,
233793,RWB LWB,CB,SUB,
204097,LM RM,LM,CAM,
232507,GK,GK,RES,
252219,CF RM ST,CAM,SUB,
263228,LW RW,RM,RES,
225084,LB CB,CB,LB,
210493,RM RB LB,RM,SUB,
188989,CB RWB,CB,RM,
260925,CM CAM,CAM,CM,
229182,CB,CB,RES,
241214,CB RB,CB,SUB,
244542,LB CDM,LB,SUB,
246078,CB,CB,RES,
239423,RM LM,RM,SUB,
246591,CDM CM,CDM,CDM,
261439,LB,LB,RES,
232256,CB,CB,CB,
240704,GK,GK,SUB,
245056,GK,GK,SUB,
255389,GK,GK,RES,
253597,CB CDM,CB,CDM,
251293,CAM CDM,CAM,RES,
245153,CB,CB,RES,
191006,CB LB,CB,SUB,
247967,LB,LB,SUB,
251807,CB,CB,SUB,
258975,ST,ST,SUB,
203424,CM CAM,ST,SUB,
262305,GK,GK,RES,
222625,CB,CB,CB,
177313,ST,ST,ST,
252321,LB,LB,SUB,
262942,LW RW ST,LM,SUB,
255393,LM RM,LM,SUB,
234658,GK,GK,SUB,
242850,RB,RB,RES,
250786,LWB LB,LWB,RES,
251042,LM CM,LM,LM,
258722,LM RM,LM,RES,
263075,RB RWB RM,RB,RWB,
238755,LW,RM,RES,
155422,GK,GK,RES,
257309,RB CDM,RB,RES,
243869,CB LB,CB,CB,
257051,LW RW LB,LM,SUB,
247833,RW RM LWB,RM,RES,
252697,ST,ST,SUB,
258841,LB,LB,RES,
232474,CF CAM LM,CAM,SUB,
183066,CB,CB,SUB,
248858,GK,GK,GK,
200731,CB,CB,CB,
190235,CB RB,CB,CB,
264220,LB,LB,RES,
251165,GK,GK,SUB,
220956,CB,CB,CB,
235548,LB,LB,RES,
239644,CB,CB,SUB,
177692,CM CDM,RM,RES,
259612,CDM CM,CDM,CM,
227869,CM CDM LM,CM,CM,
228637,CB,CB,SUB,
246557,LB,LB,SUB,
259235,CDM CB CM,CDM,RES,
263332,CAM CM,CAM,SUB,
202660,CB,CB,CB,
211884,CM CDM CAM,CAM,CM,
262314,ST CAM,ST,SUB,
263082,LM RM CAM,RW,RES,
246442,CB,CB,SUB,
253098,CM,CAM,SUB,
256170,CAM LM,CAM,CAM,
236459,RWB RB LWB,RWB,SUB,
251051,ST LM,ST,SUB,
263084,CB RB CDM,CB,RES,
231852,LM ST,LM,SUB,
209572,GK,GK,RES,
234412,ST,ST,SUB,
238508,CB,CB,CB,
244140,CAM RM CF,RM,CAM,
246956,CB CDM,CB,RES,
254636,LM LB LWB,LM,SUB,
260268,ST RW,ST,RES,
207789,CM CAM LW,CM,SUB,
213677,GK,GK,GK,
255913,CM CDM,CM,SUB,
255145,CDM CM,CB,RES,
243881,CM CAM,CM,CM,
254120,CM CDM,CAM,SUB,
226724,RM LM,RM,SUB,
237220,RB LB,RB,RES,
248740,ST CF,ST,CAM,
262821,CM,CAM,RES,
224677,ST CB,ST,SUB,
242085,CM CDM,CM,RES,
253861,LB CB,LB,LB,
259237,CAM LW RW,CAM,SUB,
246950,CB,CB,RES,
259750,ST,ST,RES,
263079,LM RM CAM,CAM,SUB,
233383,CB,CB,SUB,
250791,CAM LM,CAM,SUB,
253095,LWB LB CB,LWB,SUB,
183720,CDM CM,CDM,CM,
251048,RW LW,RM,RES,
251816,LM CM,CAM,RES,
235288,CM CAM CDM,CAM,SUB,
246807,CB,CB,CB,
243223,CM CDM,CM,CDM,
240791,GK,GK,SUB,
182681,LB,LB,SUB,
211353,GK,GK,SUB,
248216,GK,GK,SUB,
246680,LB LWB,LB,RES,
242584,LB LM,LM,SUB,
211864,LB LM,LB,SUB,
207768,ST,ST,ST,
203416,ST,ST,ST,
213143,ST,ST,CAM,
240788,ST LW,ST,RES,
203415,CM,RM,CAM,
262295,GK,GK,SUB,
240278,CB,CB,CB,
255125,CM,CAM,RES,
213653,CB LB,CB,CB,
263829,ST,ST,RES,
260244,ST CF,ST,RES,
253332,RM LM ST,RM,SUB,
257177,CM,CAM,SUB,
264090,LW RW ST,RM,RES,
203930,CDM CM,CDM,CM,
222618,LB LM,LB,LWB,
240285,CDM CM,CB,SUB,
236445,CB,CB,SUB,
254876,GK,GK,RES,
251548,LWB,LWB,SUB,
230812,CM,CAM,CM,
221852,CB,CB,CB,
208540,ST,ST,RES,
264092,ST LM,ST,RES,
262812,GK,GK,GK,
259995,RM,LM,RM,
185243,CB,CB,CB,
244891,CB,CB,CB,
165787,CM CDM,CDM,SUB,
261018,GK,GK,SUB,
257946,LB RB,LB,SUB,
251034,GK,GK,SUB,
239258,CAM CM,CAM,SUB,
187796,ST,ST,SUB,
240532,RM RB LM,RM,SUB,
239383,LB,CB,LB,
234261,CB,CB,SUB,
259858,ST,ST,RES,
242707,CB,CB,RES,
263188,LM RM,CAM,RES,
263956,LB LM,LM,SUB,
232212,LB CM LM,LB,LB,
261140,RB CB,CB,RB,
262933,RB,RB,SUB,
263189,LW ST,CAM,SUB,
246549,CDM CM,CB,SUB,
232596,CB RB,CB,CB,
210966,LWB LB CB,LWB,CB,
229398,LW ST,RM,LM,
231446,CM,CM,SUB,
248086,LW ST,ST,RES,
253974,CDM CM,LM,CM,
262935,CM CAM,CDM,CM,
263703,RB LB,RB,RB,
172823,ST,ST,SUB,
256018,ST,ST,SUB,
202770,GK,GK,RES,
263954,CM,CM,SUB,
262674,ST CF,ST,RF,
221844,GK,GK,GK,
221332,GK,GK,RES,
255635,CAM,CAM,RES,
186259,CB LWB,CB,SUB,
184467,ST CAM,RW,SUB,
113555,ST,ST,RES,
10899,ST,ST,SUB,
262547,CB,CB,RES,
229135,GK,GK,SUB,
233743,LM RM CAM,CAM,SUB,
251151,ST CAM,ST,RES,
256527,CB CDM,CB,RES,
258319,LM,CAM,RES,
219664,CB RB,CB,RB,
245008,LWB LM LB,LWB,SUB,
263953,LW,RM,SUB,
228113,ST,ST,ST,
262237,CB,CB,SUB,
200286,RB,RB,RB,
202079,GK,GK,SUB,
212106,RM LM ST,RW,SUB,
242060,RM LM,RM,RES,
207756,CAM,CAM,SUB,
255115,RB,RB,RES,
264587,ST,ST,SUB,
263307,LWB,LWB,SUB,
255114,CAM CM,CAM,RES,
247946,CB,CB,SUB,
213642,ST,ST,SUB,
258441,CB LB,CB,RES,
254348,CB,CB,CB,
169609,CB LB,CB,SUB,
232585,ST LM LB,ST,ST,
220041,RB LB,RWB,RB,
203145,CB,CB,CB,
201353,GK,GK,SUB,
261768,LWB,CB,SUB,
152456,GK,GK,SUB,
262792,CDM CB CM,CB,CDM,
244108,CM,LWB,SUB,
259212,RB,RB,RB,
245286,CAM CM LW,CAM,RES,
255119,CDM CM,CDM,SUB,
241809,CM CAM RM,RM,RES,
234897,ST,ST,SUB,
211345,CDM CM,CDM,CDM,
245648,LM,RM,SUB,
239504,RW ST,ST,RW,
230032,RM LM RW,LM,SUB,
222864,GK,GK,SUB,
222096,GK,GK,RES,
245903,CDM LB LM,LM,RES,
239245,ST,ST,RES,
234639,CB,CB,SUB,
222351,LM RM ST,LM,LM,
222095,GK,GK,SUB,
198543,ST LW,ST,SUB,
241038,RM LW,LM,RES,
236686,LWB ST,LWB,LW,
245901,LM ST,RM,SUB,
239501,CM CAM LM,RM,SUB,
258183,GK,GK,RES,
241543,RB,RB,RB,
235143,RB CB RWB,RB,SUB,
210986,LB CDM CB,LB,SUB,
192811,CM CDM,CM,CM,
257067,CB,CB,SUB,
252715,ST LW,ST,ST,
242731,CB,CB,SUB,
170027,CB,CB,CB,
229163,CDM CM,CAM,CDM,
232746,CB,CB,RES,
215338,CM RM,RM,CM,
262954,RM,RM,RES,
247942,ST,ST,ST,
251689,CB,CB,SUB,
246825,RB,RWB,SUB,
239401,CB RB,CB,SUB,
239145,CM CDM,CDM,RES,
236585,ST RW,ST,SUB,
202793,GK,GK,RES,
260392,CB,CB,SUB,
254760,GK,GK,SUB,
197932,ST,ST,SUB,
233772,CM CDM LB,CM,SUB,
244780,LB,LB,RES,
257068,RB,RM,SUB,
245126,LWB LB,LWB,RES,
220038,CB,CB,RES,
219782,CB,CB,CB,
211846,LB,LB,LB,
262021,CB,CB,CB,
260485,ST,CAM,ST,
254085,GK,GK,SUB,
245893,CM CAM RM,RM,SUB,
240517,CM,CM,CM,
236677,CB RB LB,CB,CB,
213893,CB,CB,CB,
261764,ST CF,ST,SUB,
242564,GK,GK,SUB,
237188,GK,GK,GK,
259117,LM,LM,RES,
186157,CM,CM,CM,
213805,LWB,LWB,LWB,
230290,ST,ST,SUB,
231570,CDM,CDM,CDM,
239477,GK,GK,SUB,
254309,RWB RM,RWB,RWB,
258691,RB,RB,RB,
263300,CB,CB,SUB,
210820,CB LB,CB,CB,
259683,CB RB,CB,CB,
233572,ST RW LW,ST,SUB,
238949,LM LB RM,LM,SUB,
248165,RM RW CM,RM,SUB,SUB
253797,CB,CB,CB,
258405,CAM,CAM,RES,
261223,ST,ST,SUB,
199014,ST,ST,SUB,
210022,GK,GK,GK,
237926,CB,CB,CB,
251494,LM RM,ST,SUB,
224615,RM LM RB,RM,SUB,
225383,CM RW,CAM,SUB,
229735,RM,CAM,SUB,
245863,RB CB,CB,SUB,
209027,GK,GK,SUB,
205443,ST,ST,SUB,
263555,CB,CB,SUB,
259714,RM CAM LM,RWB,CDM,
242302,CDM CM RWB,CAM,RES,
251774,CB RB,CB,RB,
246911,CDM CB,CDM,RES,
252031,RB LB,RM,RES,
210304,LB RM CM,LW,LB,
213376,RB CDM,CB,SUB,
194944,CM CDM,CM,CM,
261504,RB,RB,RB,
262529,ST,ST,SUB,
215425,CF ST,CAM,SUB,
183425,ST,ST,SUB,
251521,LB RB CM,RM,SUB,
257153,LW ST,LW,RES,
263810,RB RW,RB,SUB,
225922,CM,CDM,CM,
239746,GK,GK,SUB,
245122,ST RM,ST,SUB,
258919,CB,CB,RES,
260968,CM,CAM,CM,
232053,RM RW ST,RM,RES,
259185,CAM RM,CAM,SUB,
169584,CDM CB,CB,SUB,
261488,CAM,CAM,RES,
242545,RM,RM,SUB,
177521,CDM CM,CDM,SUB,
244081,CDM,CDM,SUB,
183665,CM CDM,CM,SUB,
252785,RB,RB,RES,
253553,RW CM,CAM,RES,
262770,CDM,CB,SUB,
205161,LM ST,LM,SUB,
217202,ST,ST,RES,
225650,GK,GK,GK,
237426,GK,GK,SUB,
239730,CDM,CDM,SUB,
254834,LB,LB,SUB,
220787,RWB RB,RWB,SUB,
231284,CB,CB,SUB,
240756,LM RM,RM,RES,
234096,CM CDM,CDM,SUB,
258415,LM ST,CAM,RES,
245615,ST RW,ST,RES,
260974,LB LM,LB,LM,
232553,ST CF,ST,SUB,
263786,CM CDM,CM,CDM,
238187,CB,CB,CB,
247403,CB,CB,CB,
255851,CB,CB,SUB,
260203,CB,CB,CB,
263020,CB RB,CB,SUB,
223852,CB,CB,SUB,
234860,CM,RM,CM,
243052,CB,CDM,SUB,
252524,RB,RB,SUB,
260716,ST LW,ST,RES,
262509,CM,CM,RES,
237933,LB,LB,RES,
261485,CM,CM,CDM,
150894,CB,CB,SUB,
251502,ST,ST,SUB,
255527,CM CDM CB,CDM,CM,
210726,ST,ST,SUB,
210783,CB RB,CB,CB,
263903,ST LM RM,ST,SUB,
258784,CDM,CDM,SUB,
257248,CM CAM,CAM,RES,
207584,ST,ST,ST,
200928,CM CDM,CDM,CB,
259807,CB,CB,SUB,
192479,CM CAM RM,LM,SUB,
251359,ST,ST,ST,
242399,CM CDM,CAM,SUB,
260574,RB,RB,SUB,
202977,CM CB,CDM,CM,
259038,LB CDM,LB,RES,
257246,RB,RB,RES,
253662,CDM RM RB,RWB,SUB,
251870,LB,LB,SUB,
251358,CDM,CDM,SUB,
243422,LW LM,ST,RES,
238046,RM,CAM,SUB,
262109,CB,CB,RES,
264161,GK,GK,RES,
243169,RM ST,ST,SUB,
258085,GK,GK,GK,
254638,RB,RB,RB,
204722,RB RWB,RB,SUB,
252080,CDM RB,CB,RES,
262320,CDM CM,CDM,RES,
237999,CM,CAM,SUB,
223407,GK,GK,SUB,
263343,CAM,CAM,SUB,
259758,CM CDM,CM,RES,
255150,LB,LB,LB,
263342,CB,CB,RES,
255457,LB LM,LB,SUB,
169389,CB,CB,CB,
190179,GK,GK,GK,
250851,CB,CB,SUB,
238051,CDM CM,CDM,SUB,
239074,LB,LB,RES,
232674,LB,LB,SUB,
212450,ST LW RW,ST,SUB,
205026,CM,CDM,CDM,
255453,ST,ST,ST,
254685,RB,RB,RB,
254173,CB RB,CB,RB,
232291,ST LM,RW,SUB,
240600,CM CDM,CM,SUB,
227288,CM CDM,CAM,SUB,
260311,CB CDM RB,CB,SUB,
258519,RM CAM,CAM,SUB,
256983,CB,CB,CB,
226775,CM RM CDM,CM,SUB,
238179,CB,CB,CB,
237923,ST,ST,RES,
222051,CB CF,CB,SUB,
245981,CM,CM,SUB,
240738,ST,RW,SUB,
173665,CM,CM,SUB,
232545,LM LW,CAM,SUB,
255072,ST LM,ST,SUB,
264288,CB,CB,RES,
253791,GK,GK,GK,
242271,CM CDM,CAM,RES,
228191,CB,CB,CB,
255449,CB,CDM,SUB,
255705,CB,CB,SUB,
263898,LB,LB,RES,
256218,CDM,CB,SUB,
245725,RB,RB,SUB,
234205,CB CDM,CDM,RES,
225245,ST,ST,ST,
263645,RB,RB,RES,
260828,LM RM CAM,RM,RES,
255452,GK,GK,SUB,
181468,GK,GK,GK,
245212,ST,ST,SUB,
243932,LM CAM,CAM,SUB,
238044,RB,RB,SUB,
222172,CM CDM LM,CAM,CM,
258523,LB,LB,LB,
256219,LM LB,LM,SUB,
252379,RWB CM LWB,RWB,SUB,
248539,CDM,CDM,CDM,
240347,ST,ST,RW,
231131,LB LM,LM,SUB,
245170,CDM CM,RM,CDM,
260274,GK,GK,SUB,
224691,CB CDM,CB,SUB,
212255,GK,GK,SUB,
264481,ST,ST,ST,
262689,CB CDM,CB,SUB,
190240,CM CB,CDM,CM,
244256,GK,GK,SUB,
264480,CB CDM,CB,CB,
259615,ST LW RM,LM,RM,
242975,CB,CB,CB,
236319,CDM LB,CDM,SUB,
259614,RW RM,CAM,SUB,
182206,GK,GK,GK,
200704,ST,ST,RES,
215808,ST,ST,SUB,
223488,GK,GK,SUB,
233728,CB CDM,CB,SUB,
243200,ST CAM,CAM,ST,
260352,RB CB LB,CB,SUB,
264127,ST LM,ST,RES,
253118,CDM CM CB,CDM,RES,
223777,CB,CB,CB,
228385,GK,GK,SUB,
232481,GK,GK,SUB,
236321,ST,ST,SUB,
247333,CAM ST,CAM,ST,
236325,LB LWB,LWB,SUB,
232997,CB,CB,CB,
227877,CM LM,CAM,SUB,
244004,ST RM,ST,SUB,
242980,CAM CM ST,CAM,RES,
254243,CAM,CAM,RES,
244515,LB,LB,SUB,
243491,CAM ST,CAM,SUB,
240675,LW LM CAM,LM,LM,
230179,GK,GK,SUB,
263715,CAM RM CM,CAM,RES,
257570,RB RM,RWB,RES,
257314,ST RW LW,ST,RES,
245026,CM,LM,RES,
229922,RB,RM,SUB,
251425,CM,CAM,SUB,
248766,GK,GK,RES,
230846,CAM CM LWB,RM,LM,
242611,ST,CAM,SUB,
263094,LW RW,LM,SUB,
229303,RB,RB,RWB,
226743,CAM LM,CAM,SUB,
261558,CM,CAM,CM,
256950,CDM CB,CB,RES,
256694,CB LB,CB,SUB,
255414,RM ST,CAM,LM,
243126,RB LB,RWB,SUB,
240054,CAM RM LM,RW,SUB,
262838,ST RW,ST,SUB,
207806,LW RW LB,LW,LW,
251317,LB,LB,SUB,
183477,GK,GK,SUB,
169909,LB,LB,RES,
230068,RWB RB,RWB,RES,
199860,ST,ST,SUB,
264116,GK,GK,RES,
258227,LW,LW,SUB,
256691,RB LB,RB,RB,
259767,LWB RWB,LWB,LWB,
262840,CM CDM CAM,CAM,SUB,
225976,RM LM,RM,SUB,
242104,CM CDM,CM,SUB,
204222,CB CM,CB,CB,
264126,CAM,CAM,RES,
261565,CB LB,CB,SUB,
247741,LB,LB,RES,
242109,CB,CB,SUB,
211389,LB LM,LB,SUB,
258492,GK,GK,RES,
256700,LM,LM,SUB,
242364,RM CM,CAM,RES,
173244,GK,GK,RES,
264380,RB,RB,RES,
183993,CM CDM,CM,SUB,
244409,GK,GK,RES,
238009,LWB LM RM,LM,LWB,
221625,ST,ST,SUB,
200633,CB,CB,CB,
243896,CB LB RB,CB,SUB,
241422,LW RW,CAM,LW,
212989,CM CDM,CM,SUB,
214783,RB,RB,SUB,
258815,CDM CM,CM,RES,
234490,CM,CAM,SUB,
233466,GK,GK,RES,
264442,CB,CB,SUB,
262906,CDM CM,RWB,CM,
257785,CDM CM,CM,RES,
243705,CAM RW,CAM,SUB,
229881,RM ST LM,LM,SUB,
260600,LW RW LM,RM,RM,
247032,LWB,LWB,LWB,
165880,CB LB,CB,SUB,
200952,CAM CM CDM,RM,SUB,
248823,RB RM CM,RM,RES,
243959,CB RB CDM,CB,RB,
262647,CDM,CDM,SUB,
245494,CAM LW CF,CAM,SUB,
240886,CB,CB,CB,
165110,CB RB,CB,CB,
262902,CDM CM,CB,SUB,
183807,ST,ST,SUB,
198655,CM CDM,CDM,SUB,
170229,CB,CB,SUB,
260094,CB LB,CB,SUB,
262907,CB RB,CB,SUB,
263163,CB,CB,CB,
201467,CB,CB,SUB,
233211,GK,GK,RES,
233467,LW RW,LW,SUB,
242683,LM RM,LM,SUB,
245499,CB LB,CB,SUB,
262396,CDM,CDM,SUB,
207868,RB RM,RB,RB,
260092,LW,RM,SUB,
241658,RM RW,ST,RES,
163581,CB,CB,SUB,
231933,CDM CM,CDM,CM,
183549,GK,GK,SUB,
253693,CAM,CAM,RES,
255485,GK,GK,SUB,
259581,CB RB,CB,RES,
262654,GK,GK,RES,
251902,CM CDM,CM,CDM,
261621,CB,CB,RES,
258804,CB LB,CB,CB,
252922,CAM,CAM,RES,
223988,GK,GK,SUB,
254964,CAM CM,CAM,CM,
264692,ST,ST,RES,
255226,ST,ST,ST,
230644,CM,CB,SUB,
253428,GK,GK,GK,
232436,RM LM,RM,SUB,
253161,CB,CB,SUB,
232682,CAM RM CM,CAM,SUB,
248109,LM RM,LM,LW,
246829,RB RM LB,RM,SUB,
238057,CM CDM,CAM,RES,
237101,ST CAM,CAM,ST,
209965,ST,ST,SUB,
263149,CAM LM,CAM,RES,
258284,CAM CM,CAM,RES,
254188,CM,CDM,CM,
251628,CM LM,CAM,RES,
254509,CB CM,CB,CM,
263404,LW,RM,SUB,
244715,CAM CM,CAM,SUB,
223467,LM RM ST,RM,ST,
256746,RW,CAM,RW,
248298,LM CAM,LM,LM,
222188,LM LWB,LM,SUB,
264238,ST LM,ST,RES,
229678,RB,RB,RB,
242990,RM CM ST,RM,SUB,
256819,RW RWB,RM,RWB,
253235,CM,CM,SUB,
248371,CM,CM,SUB,
177971,CB,CB,SUB,
224307,RWB RB,RWB,RWB,
248114,CM,CAM,SUB,
240946,ST,ST,ST,
239666,ST,ST,RES,
199218,CB,CB,SUB,
261169,LB,LB,RES,
