ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
248371,66,47,56,63,57,61
177971,32,38,54,55,60,59
224307,73,31,52,60,59,53
248114,72,59,61,65,45,65
240946,82,61,46,63,28,51
239666,67,61,57,66,28,54
199218,52,41,49,48,59,66
261169,67,42,43,59,60,59
255793,76,54,53,65,24,39
254513,59,62,63,63,53,62
261167,63,49,50,62,61,69
260143,61,31,43,48,63,64
252975,54,47,60,62,60,50
247343,73,58,52,62,33,61
237937,69,51,56,65,57,63
261352,64,53,58,62,50,51
231932,88,50,53,63,36,58
204348,57,47,62,65,52,63
243004,64,26,37,43,63,67
260351,72,61,57,64,22,51
258303,81,50,56,61,24,39
232959,79,48,58,59,40,59
205311,67,61,50,61,27,63
262399,49,63,44,55,29,69
256510,61,26,47,46,60,61
251646,78,52,58,67,37,61
213502,37,28,47,50,60,72
262910,70,56,54,63,27,56
259325,68,56,59,66,49,47
230653,61,59,56,64,41,58
214525,61,59,58,62,35,60
259579,61,57,45,52,29,64
258355,65,53,59,61,51,58
253179,69,51,60,66,32,46
263418,64,65,45,58,23,63
255225,33,29,44,35,62,64
203512,52,47,57,55,61,54
260087,65,42,47,57,61,61
251895,68,23,39,40,60,67
262903,61,28,50,50,62,65
247286,77,53,58,64,24,54
207606,64,58,56,65,41,58
263158,62,56,58,67,31,42
257013,77,61,53,67,17,54
241397,74,53,57,61,54,66
240373,84,55,52,64,45,61
252916,66,63,42,55,30,62
261691,56,56,60,63,51,41
260923,77,45,66,66,35,31
259899,67,61,51,57,28,59
191803,56,63,60,63,34,60
263732,69,52,57,61,26,46
234804,67,37,46,49,61,68
238132,70,57,57,62,24,57
204853,53,61,48,57,28,69
247349,69,37,56,61,55,61
262710,66,51,65,62,50,48
264502,63,35,49,50,59,64
228918,70,36,43,57,58,64
247350,50,27,45,50,62,61
254262,62,26,47,55,59,65
258102,75,58,59,64,52,57
260918,63,59,61,61,28,59
234295,80,52,54,66,57,64
243767,66,53,61,64,47,52
258103,64,56,58,64,54,54
260919,70,56,49,67,39,51
263480,55,24,35,35,64,60
251192,69,62,50,60,20,57
254776,63,29,48,53,58,55
257080,62,63,43,57,24,71
264249,74,60,48,62,23,61
208953,59,50,53,56,59,68
234297,66,51,61,60,59,69
240186,77,31,47,42,60,71
176442,64,54,58,59,57,73
242746,52,28,43,49,58,72
256058,66,35,51,56,56,58
261690,62,32,47,55,57,44
243515,78,56,51,65,29,55
262633,61,24,33,39,61,70
253921,65,61,50,54,30,59
255720,76,35,50,53,55,60
248296,72,32,48,51,56,71
263435,73,59,52,66,27,48
239371,57,55,64,65,40,62
243468,63,42,49,57,63,66
254989,61,23,42,42,61,61
259085,61,62,60,65,24,59
261133,62,56,58,65,39,51
262926,62,33,53,56,58,62
251918,54,27,38,36,62,64
254222,71,51,59,63,32,48
237839,47,33,42,44,59,75
251919,73,29,43,46,60,57
224016,74,42,55,59,56,67
226832,58,61,50,62,28,57
254992,79,50,57,67,36,49
262673,63,61,52,62,24,54
202769,47,62,51,56,36,74
229393,61,59,60,63,50,62
231697,73,29,48,55,56,63
201491,58,52,56,57,60,63
233492,56,41,49,51,62,68
241428,74,59,46,59,26,67
244501,65,29,44,57,59,59
263190,66,49,59,70,36,43
200714,73,60,56,62,30,59
263178,62,32,43,46,61,67
248073,61,58,64,59,37,62
254469,64,44,53,58,57,68
262659,63,60,59,64,36,57
243971,73,31,46,55,56,61
264452,66,52,57,68,37,50
202244,65,60,64,64,48,54
250884,61,61,44,58,22,65
256004,59,58,63,63,31,59
257796,59,54,58,67,55,53
261380,62,55,58,60,57,57
252165,73,43,58,66,56,54
252421,74,33,50,58,55,58
258821,66,58,55,61,37,65
169481,52,38,50,55,61,71
246278,59,53,59,59,55,53
258822,75,34,49,58,55,66
220167,61,60,60,60,42,61
239623,63,43,58,63,59,63
257031,69,56,56,64,55,62
262664,58,23,44,45,61,68
243464,67,53,56,61,53,65
263177,59,41,61,58,60,69
215561,74,34,50,57,55,71
230409,61,38,45,36,63,71
221206,74,39,49,57,55,66
239126,75,28,53,56,57,61
251926,69,42,56,61,56,67
263398,54,40,54,53,61,60
232675,63,26,40,47,62,61
237027,78,58,50,61,20,68
258787,68,51,58,58,48,48
222180,70,32,45,53,57,70
257764,65,61,45,59,34,54
210149,66,58,47,61,24,73
232677,50,53,59,61,54,62
257253,55,32,41,44,62,65
258533,64,50,60,61,33,50
261349,74,59,54,62,25,42
241382,68,59,53,64,25,56
232418,59,60,56,60,25,66
262940,65,26,46,58,59,67
255206,74,62,47,62,25,54
256742,64,61,60,63,32,61
202727,76,59,52,59,35,72
209895,63,61,59,63,40,58
250855,72,56,55,62,24,53
257255,69,28,46,60,60,66
200936,74,41,52,58,57,66
228072,64,52,60,58,58,60
232680,75,58,59,66,40,56
259810,72,59,56,65,31,48
260577,66,60,61,65,34,59
255255,55,51,60,61,59,61
257245,82,62,52,63,31,52
258071,62,32,43,49,62,60
262168,73,53,56,65,23,48
263448,73,59,60,67,32,32
238104,66,58,51,55,34,72
259096,71,50,55,59,58,65
261595,70,38,50,59,55,59
263132,74,53,54,64,26,55
240604,69,35,52,58,57,63
242652,68,45,57,65,45,52
254172,64,32,34,59,60,70
260061,66,60,44,60,26,59
262899,54,25,40,40,61,74
233950,73,57,56,62,35,64
257758,67,58,58,60,31,56
263135,61,52,61,61,54,53
244191,61,60,59,62,33,59
260575,66,43,61,62,57,64
264160,59,47,59,58,58,58
246240,62,59,61,61,33,59
246752,85,56,50,68,29,49
251872,77,37,51,57,57,58
233953,79,45,60,70,52,45
252148,68,55,59,65,53,61
257753,43,53,56,51,63,61
257010,61,61,56,63,20,57
262488,64,65,47,61,22,57
229731,73,60,48,61,21,66
247395,55,34,46,52,59,70
242276,79,58,48,61,32,68
250724,74,61,58,61,29,56
252260,69,50,56,61,42,57
261476,69,29,48,54,57,51
263270,65,51,61,64,37,51
209254,75,54,57,62,55,63
222822,73,58,60,63,56,58
207463,76,59,50,62,36,70
253799,55,31,45,46,61,66
219392,66,54,61,60,53,73
190720,85,60,47,52,22,59
238081,67,51,55,62,28,41
263170,63,29,45,47,59,66
238338,63,55,57,64,46,61
247042,57,29,42,52,59,71
253996,77,59,55,64,38,65
185388,32,57,57,57,50,75
242732,59,46,57,61,57,67
241452,81,54,52,63,32,54
236588,61,49,58,60,58,71
215084,71,46,58,64,50,65
207459,75,59,56,61,56,67
264035,69,61,57,64,24,46
248674,73,61,52,64,38,56
261211,69,59,41,58,20,75
240472,66,30,47,55,61,63
257112,79,58,51,70,20,33
237657,77,46,58,54,60,67
240473,70,42,55,59,56,52
255577,70,47,57,59,28,53
258393,68,53,60,66,51,52
264026,67,42,55,63,59,56
224602,72,37,53,58,60,63
260442,61,44,54,55,60,56
259419,58,50,60,64,31,47
247388,72,60,47,60,23,55
264546,70,49,49,57,56,58
221277,67,55,57,61,55,58
233054,58,50,59,58,58,70
243294,66,58,55,63,29,60
262751,57,21,32,29,60,76
252255,62,57,58,61,28,60
254303,65,46,61,63,56,52
213344,61,58,57,64,58,61
247905,63,24,32,40,62,68
260705,70,29,48,58,56,62
264290,69,64,44,57,24,52
263724,69,48,58,65,49,48
240939,72,41,50,56,57,58
239915,45,64,47,53,25,65
264221,80,55,56,64,30,41
237089,70,35,45,58,57,62
208929,64,46,58,62,57,65
241440,79,49,55,64,58,61
238880,55,26,42,38,62,66
251167,50,32,39,35,58,76
193310,37,32,49,49,58,74
244510,78,50,55,64,41,49
239646,82,58,47,64,24,57
244765,72,54,55,66,36,42
237341,51,29,40,52,61,66
263965,71,54,59,63,49,53
256801,55,29,41,42,63,60
194076,57,61,55,60,26,67
247836,79,30,51,57,54,63
245276,62,52,59,64,38,63
203548,69,52,53,67,43,65
264476,58,60,55,64,24,59
259864,62,32,53,44,63,58
263449,72,60,48,60,20,59
251417,66,56,53,61,26,70
262171,64,50,59,62,52,50
264219,90,51,49,67,28,39
241953,66,53,61,60,56,64
264482,75,59,52,62,28,56
259114,67,60,50,63,23,60
246821,66,48,58,69,42,54
244010,66,57,61,65,52,40
260648,91,30,45,54,61,67
256296,63,44,56,53,59,67
251176,69,54,51,64,29,46
212776,57,33,51,55,59,71
237095,73,26,45,55,60,61
254246,72,54,51,67,24,44
263718,64,53,60,66,47,51
262950,78,33,44,57,58,67
259877,71,54,58,62,38,52
238117,72,42,52,58,55,63
224546,75,48,55,60,52,64
263973,55,66,44,56,26,53
259620,57,62,46,56,32,65
257060,59,63,40,56,19,60
245796,79,60,47,62,24,51
240420,61,25,48,56,61,56
186147,64,59,60,64,50,55
251427,86,34,47,59,54,64
223011,62,59,56,64,44,60
253474,53,45,55,60,60,58
240674,64,53,56,58,58,64
224088,55,50,57,58,62,74
244567,60,61,60,59,25,62
254194,60,58,60,62,39,59
202583,60,60,59,60,35,62
247001,76,54,56,62,53,60
246233,81,58,50,65,32,66
240345,79,60,53,64,53,62
219865,62,43,54,57,57,68
251352,80,53,56,61,47,54
240856,61,60,42,62,24,61
226264,70,58,55,63,30,57
264664,66,56,57,63,44,54
233687,64,34,44,49,59,72
261334,79,62,49,56,31,61
242134,61,48,59,62,53,61
226006,65,31,55,58,57,64
258261,77,52,58,59,52,49
257237,59,59,60,62,61,59
251349,74,61,41,58,21,58
210901,73,61,53,61,26,67
247508,75,60,54,61,23,56
245716,68,60,41,59,25,69
264660,64,64,56,63,37,60
262356,60,62,53,69,19,39
257235,59,60,60,61,48,59
251603,73,62,50,61,48,65
244179,81,55,55,68,27,53
254722,73,53,51,63,24,45
224731,74,57,54,58,56,65
233691,64,64,54,60,20,58
226800,77,57,43,59,24,63
248050,73,47,55,63,55,45
241650,92,61,52,64,36,62
240882,71,33,48,59,57,52
263154,62,58,61,63,33,63
195057,61,60,61,62,33,61
255729,72,27,36,58,59,54
251889,71,37,50,56,56,59
237553,63,59,62,64,21,58
236785,83,59,48,63,21,69
263921,73,61,51,66,28,45
260335,62,28,47,54,60,62
261083,73,42,48,59,59,61
258031,58,60,60,62,31,65
254959,60,32,42,42,64,56
254191,60,60,61,60,38,58
248559,60,31,42,51,63,67
235247,67,61,50,57,24,70
230895,74,61,50,58,26,62
263663,57,64,45,61,24,54
254702,58,32,42,49,60,64
255213,75,31,48,60,58,67
230893,64,60,58,64,40,62
241875,70,52,57,65,31,45
150995,65,38,52,49,63,62
264147,61,63,61,61,46,53
258644,66,49,59,65,43,55
257480,62,61,57,63,23,62
255176,65,33,51,49,58,61
251848,71,58,56,65,18,56
205139,57,42,43,49,58,74
244563,69,56,61,62,59,73
247123,73,52,54,66,30,59
253779,64,51,57,62,42,64
261971,72,57,59,63,36,52
246100,64,51,61,63,56,62
255828,78,57,53,65,38,59
260436,51,32,46,44,61,68
236234,63,60,37,57,21,58
221525,50,27,40,46,60,72
240725,55,32,51,56,62,63
255829,73,57,58,63,23,56
256853,66,64,48,62,18,56
209750,63,58,59,63,45,60
233814,55,26,39,41,60,67
245334,69,55,61,65,48,58
247638,57,51,60,63,56,57
248662,58,30,47,64,60,56
264535,60,65,57,61,34,55
259528,77,36,44,58,57,55
187338,57,62,51,56,30,68
262098,65,46,57,58,54,65
244942,46,60,39,55,26,69
244178,63,60,58,64,42,61
260561,61,27,33,37,62,66
264657,63,30,43,47,62,61
264401,63,30,35,37,64,61
259280,64,36,52,59,59,67
251856,67,48,60,69,50,52
231120,71,37,52,56,60,70
255183,69,41,60,56,57,65
263631,68,60,50,57,28,65
259534,68,60,48,57,24,64
247245,62,56,62,64,53,61
253898,68,54,56,62,27,53
245453,65,37,56,62,57,56
255436,62,51,52,65,50,55
264652,76,59,57,62,30,49
263628,67,34,43,43,60,67
261323,62,66,41,57,22,65
259531,59,43,60,60,57,65
239051,51,26,38,40,61,70
225739,57,29,37,41,60,73
262347,66,59,57,63,54,55
255434,68,55,53,65,31,43
256002,71,42,58,61,58,59
254694,69,53,55,64,52,59
263594,86,59,50,63,25,66
256172,64,58,57,63,40,54
239016,74,47,63,62,54,68
248488,71,28,49,43,58,66
260264,85,61,44,58,25,59
263081,83,54,52,60,23,63
263337,66,58,54,60,31,63
262057,72,58,53,64,48,51
246954,66,57,55,61,30,65
257194,69,51,60,64,38,51
257962,62,36,46,50,62,63
228267,38,27,39,38,58,71
239019,62,59,58,62,27,59
257707,56,57,62,60,50,58
258988,50,61,40,50,26,71
224322,61,61,64,62,46,59
262573,62,56,56,62,29,46
202925,75,60,43,61,23,61
208813,76,60,59,66,31,60
240813,78,58,53,64,36,52
245165,70,28,41,54,57,77
251054,76,56,54,62,25,60
260014,59,45,60,63,49,59
262062,68,48,57,63,60,57
262831,73,59,47,60,24,62
260527,66,59,53,61,43,57
251312,69,24,48,56,56,64
261040,65,32,37,42,60,68
224936,64,48,52,57,56,72
212392,62,60,61,63,44,60
264104,67,59,44,58,28,73
258983,62,62,59,59,27,63
176839,60,43,52,57,58,70
52679,61,60,59,62,37,61
226504,54,32,44,44,59,72
240328,77,49,52,59,54,60
264096,61,28,50,54,62,63
234912,63,57,60,61,57,64
241312,73,58,51,59,29,68
258976,64,60,55,62,55,55
262561,60,58,62,60,24,61
241825,68,44,58,66,56,51
216226,59,46,54,59,57,75
221346,71,59,58,69,30,50
248482,74,33,45,52,59,73
255394,58,49,56,60,56,55
213667,54,27,47,56,59,70
235939,66,31,44,53,60,69
256931,55,28,36,39,64,61
203428,72,50,56,59,59,70
206500,61,60,60,64,45,58
258468,71,41,46,64,57,50
236197,36,68,36,45,30,61
239013,66,48,53,56,58,66
239783,70,60,46,61,22,58
248487,57,48,58,66,54,56
253607,64,37,52,52,59,58
242609,69,57,54,65,30,42
247985,76,58,62,60,50,64
250801,80,55,53,64,27,56
261452,59,27,43,41,61,67
264524,75,48,54,55,56,59
263500,63,50,58,63,56,59
246603,62,61,59,63,38,59
245067,73,55,56,66,46,39
244811,63,27,42,46,61,66
254282,55,26,38,42,61,65
263498,63,62,59,64,24,61
255305,78,56,54,62,24,61
264265,64,62,66,63,25,62
222279,74,55,55,60,37,52
257862,62,61,62,61,28,61
239942,69,46,58,61,53,51
250949,74,51,55,65,38,62
227653,58,64,60,57,42,65
261188,71,56,58,65,28,51
260420,59,65,45,58,21,49
255812,61,59,60,60,33,62
250948,76,51,56,65,27,58
239428,68,43,57,62,56,50
233284,61,42,46,56,59,70
210244,81,60,55,61,30,68
262212,61,33,48,53,62,61
259907,58,30,40,46,60,64
258627,84,51,52,66,27,50
241475,77,60,54,62,42,57
246604,82,61,45,63,26,60
235597,61,58,56,62,24,63
261554,67,56,60,60,58,60
243021,75,46,61,62,55,43
246195,72,49,56,62,54,60
253875,75,36,49,56,53,52
261299,72,44,62,68,41,53
261555,70,47,54,59,60,55
264531,70,57,57,60,56,59
258642,62,31,39,41,62,61
244818,74,48,56,64,39,60
240722,63,60,65,65,41,57
262226,75,56,54,66,33,64
260433,66,56,56,69,33,46
260177,67,33,50,53,60,67
259153,62,68,65,60,55,62
252241,62,60,60,63,28,57
248145,68,60,50,63,23,54
246353,71,57,54,63,34,62
230737,66,59,47,58,40,68
261456,59,51,56,62,52,65
247376,61,28,44,40,61,69
244048,81,49,52,66,24,47
166736,64,58,59,59,45,63
212816,59,28,48,63,59,51
263760,63,60,58,61,34,63
259919,57,22,45,43,60,69
257871,58,55,66,65,48,43
253774,64,57,62,63,35,41
236487,74,58,58,64,29,59
247237,77,35,49,63,54,68
241349,76,31,55,62,58,75
215685,75,55,58,62,53,63
253828,71,56,58,63,56,71
240772,69,55,56,62,46,54
140420,61,62,55,58,33,62
264324,67,47,62,66,33,52
261251,71,61,47,65,20,49
254851,65,52,58,61,57,67
252547,75,34,52,59,55,59
237699,76,59,56,63,34,54
208771,49,58,61,60,60,71
262787,82,53,56,63,32,51
259970,63,54,57,63,43,51
247426,70,49,57,69,35,48
264066,62,29,38,44,62,67
258945,62,36,48,52,61,61
237185,73,58,61,63,54,60
255360,73,58,54,66,37,57
251264,65,24,39,47,60,68
263296,53,61,46,57,25,60
260735,61,64,57,64,26,62
258687,63,32,42,46,62,60
246399,70,59,52,60,27,62
200319,64,41,55,58,57,64
263551,65,31,51,50,62,61
260990,66,47,60,66,50,50
186494,60,61,62,60,29,60
254084,69,56,59,62,57,63
261765,68,49,59,63,51,61
248445,59,29,45,46,60,69
263046,67,61,41,56,29,72
262287,78,42,52,58,56,60
255374,66,43,54,60,57,68
252302,75,47,52,63,56,57
235918,45,36,46,59,61,63
231310,71,37,56,62,55,60
252301,78,50,55,61,54,60
237965,74,38,55,58,56,59
229005,60,27,40,43,59,71
264589,61,33,38,38,64,64
240524,82,57,52,61,35,68
262284,68,42,50,60,60,64
260235,73,52,54,65,56,63
192651,67,37,56,57,58,70
262283,68,43,60,66,40,45
238473,54,30,46,53,61,64
262793,71,38,52,60,55,59
258184,74,52,55,60,58,66
219272,62,53,56,60,61,69
205704,71,32,52,53,57,64
201864,60,61,57,61,40,61
232583,70,26,39,56,60,66
250758,63,31,51,59,57,56
231046,62,60,59,61,37,59
152454,63,59,58,61,56,73
213894,81,42,50,57,56,67
239998,47,31,36,38,63,66
244093,72,54,57,65,37,59
223941,79,43,49,62,55,64
263355,67,63,47,59,21,39
253627,61,60,62,61,23,60
261563,64,57,59,63,49,54
238780,53,35,46,43,59,72
247740,73,52,55,68,26,40
254396,60,59,56,60,52,61
231615,81,51,54,59,55,65
244671,57,50,59,66,33,55
191679,40,54,54,55,59,72
258751,72,36,49,55,58,53
264128,61,46,60,59,60,55
259264,81,58,39,66,18,57
244929,76,60,44,62,26,50
253121,81,61,50,63,16,45
192961,60,64,63,60,38,62
264642,69,51,59,72,36,47
237506,64,50,61,64,52,61
239042,63,56,61,63,52,65
242370,72,48,55,68,28,53
252098,61,44,57,56,53,67
253123,70,52,61,67,50,60
261571,71,50,50,58,56,58
264132,81,35,49,57,55,67
247748,66,57,61,64,53,58
256196,60,32,47,52,61,65
259780,60,63,61,60,24,60
225467,63,54,57,59,60,69
257722,65,36,51,44,59,66
241277,74,60,47,59,27,60
256442,70,50,56,64,58,53
170877,61,60,60,60,32,59
226429,74,59,56,65,39,42
263604,70,63,55,68,28,36
225716,67,56,59,60,53,63
191924,61,60,59,62,39,58
264629,65,63,57,59,43,56
203189,68,36,54,58,55,62
246709,56,31,45,46,60,66
245174,72,62,45,63,19,46
246454,72,27,39,45,60,65
247734,73,28,51,46,64,62
251574,62,40,59,66,60,49
251830,81,44,42,58,58,64
254646,59,28,39,48,61,66
258230,76,47,51,63,56,70
227767,44,51,66,53,59,75
241335,78,54,57,62,61,65
252599,60,52,61,66,61,48
259255,63,58,54,61,26,60
212664,73,61,50,60,40,73
246456,75,47,46,58,57,70
255160,70,56,58,62,28,62
232633,64,57,62,62,33,60
254905,73,60,53,63,32,51
222394,63,62,44,63,24,56
262467,61,44,51,56,59,68
257819,64,35,43,40,62,68
261483,64,48,59,60,23,49
260255,69,58,57,60,24,44
239221,89,27,38,48,59,70
236662,70,54,57,65,56,72
253814,53,58,61,57,58,66
254838,65,61,42,59,19,60
258934,73,58,41,59,25,59
243831,61,59,47,63,27,65
261495,62,36,48,57,59,61
239480,77,38,54,62,54,56
244600,67,52,63,65,40,52
260216,77,53,54,65,45,53
260728,70,60,43,58,23,68
231033,72,40,54,58,58,61
242809,80,53,56,63,37,62
247673,69,41,49,58,61,64
256889,56,29,49,49,62,69
259193,69,50,55,59,57,64
240506,74,47,58,67,39,41
259194,65,32,53,56,61,60
262268,56,29,42,43,62,64
245628,46,30,42,46,61,64
252796,71,61,50,64,25,57
206142,64,56,55,58,60,76
229184,59,38,54,54,61,68
248384,54,48,61,59,57,57
228767,69,42,59,68,48,50
256832,65,62,60,65,28,54
258880,66,33,54,57,59,51
229185,53,24,42,52,61,66
251201,71,46,64,67,43,47
242804,59,61,70,59,28,60
262772,76,59,56,62,34,56
260723,56,62,45,57,29,54
247405,59,22,37,42,62,61
255081,71,55,60,60,60,60
192361,73,60,55,61,31,56
234858,61,59,61,62,38,59
242282,75,43,54,59,57,60
259178,77,57,58,61,36,52
261482,62,55,56,63,54,53
246123,75,60,49,64,22,53
254315,66,39,56,62,54,61
255339,81,56,51,70,29,39
199021,67,58,60,62,48,58
134765,54,58,64,61,47,61
221293,53,58,50,59,33,66
230765,61,60,58,62,48,57
262254,63,62,58,63,28,60
243827,70,32,47,53,60,68
242286,69,59,48,61,32,59
260206,47,48,59,59,63,61
262511,55,64,49,62,23,55
263279,70,54,57,64,30,57
256367,61,27,47,47,61,67
259695,61,62,60,60,22,61
264048,62,61,58,61,23,59
232816,61,59,61,62,43,60
243056,66,36,57,63,57,58
252016,70,26,46,59,59,55
247409,58,32,44,36,61,69
242034,74,53,58,64,41,40
193906,54,42,49,48,58,68
263234,62,60,59,63,28,61
251772,60,64,64,59,31,60
262548,70,58,59,62,27,47
223894,64,59,42,55,24,69
187797,42,30,38,34,61,69
251285,63,57,57,64,43,56
264085,66,26,40,47,59,71
255636,69,55,57,64,42,60
251028,85,54,55,64,39,48
247444,68,41,53,57,59,62
237204,82,57,55,61,28,59
211604,62,58,58,63,47,60
262804,73,50,58,61,57,73
257171,71,67,57,63,27,49
251539,67,33,49,56,60,67
243603,82,42,47,55,54,63
169619,51,45,53,52,59,73
220819,80,52,56,61,54,64
219795,61,59,62,62,45,61
263571,88,40,45,67,52,70
263059,72,45,61,68,45,45
245906,64,29,44,49,59,69
240786,75,54,52,59,55,66
263570,71,33,46,46,61,60
261265,67,60,47,63,26,53
243345,54,31,48,46,60,66
246121,72,55,58,63,51,58
237201,62,60,64,62,41,60
236689,59,46,61,67,59,56
253840,60,59,56,61,54,60
241552,74,55,56,68,46,46
258447,54,28,38,34,65,62
246671,60,58,54,63,44,62
240489,63,61,56,62,28,61
263574,66,49,59,67,38,51
263319,78,49,56,58,53,61
241818,64,57,55,63,44,55
245150,77,63,55,60,21,60
248477,54,43,59,61,57,59
241053,59,61,47,56,24,66
227997,70,59,45,58,29,70
259176,86,50,52,62,53,61
263016,65,62,48,59,23,61
222621,59,55,52,63,51,60
264349,63,59,58,66,40,53
260252,71,53,60,65,49,55
231580,67,53,59,64,40,61
252059,56,46,52,61,58,58
238491,78,58,46,61,23,66
263323,64,42,50,61,59,51
211095,59,58,46,57,33,74
243866,71,38,55,62,55,60
195481,60,60,54,60,31,67
241048,69,62,45,58,41,57
229783,63,60,60,62,45,57
247447,65,57,57,63,37,48
264088,60,60,58,63,28,60
225432,63,54,61,67,42,58
237208,68,56,57,59,54,75
241817,84,57,48,64,23,56
263311,71,34,42,59,61,54
258456,70,53,55,67,31,48
207513,72,54,60,63,50,60
220057,64,29,42,49,60,69
241891,53,25,41,42,60,73
236771,59,57,38,62,30,59
225251,70,54,55,59,48,62
248547,67,55,59,62,41,44
252386,52,61,47,58,26,67
222179,63,35,53,57,59,70
263908,61,36,43,61,59,52
248803,65,46,55,61,53,65
251107,66,53,62,62,47,48
259299,66,31,42,44,59,67
258529,69,40,49,54,55,69
264420,63,50,60,62,54,52
243428,61,25,41,47,61,65
242149,78,50,55,63,53,59
264418,57,43,55,57,57,55
263647,63,29,37,38,64,63
252897,73,43,56,60,54,68
245729,63,39,48,51,60,70
222177,63,52,63,64,51,55
263393,63,42,55,59,58,57
260320,69,42,53,62,54,59
243168,76,36,46,57,57,57
240608,71,28,45,49,59,69
233440,61,52,60,58,35,64
240863,59,49,58,62,52,60
264416,79,54,53,64,56,58
257247,62,52,62,65,46,54
233446,77,51,54,63,42,62
253919,65,60,42,58,33,64
228061,78,57,57,59,42,63
242917,62,61,51,66,26,41
261616,63,53,58,63,47,53
246246,64,55,59,62,22,56
252006,62,39,50,54,60,62
247908,82,39,51,54,55,58
259172,62,31,47,48,58,68
261220,64,28,40,42,60,67
221285,90,54,52,56,43,72
236901,71,51,54,67,52,58
243045,67,26,40,46,60,66
210790,71,49,55,56,54,74
221798,60,60,54,60,37,62
243302,60,59,48,61,25,58
256358,70,39,53,57,59,63
257254,66,59,48,58,26,53
257638,60,58,56,63,27,59
260454,68,57,56,66,23,41
210791,61,57,61,59,48,60
243047,68,61,44,62,34,58
252007,69,37,51,60,58,50
191336,59,53,52,60,42,65
244073,60,57,57,64,33,55
260969,58,63,62,58,26,60
263018,63,25,41,48,59,65
239460,64,51,57,64,58,55
171620,55,57,62,57,47,61
264548,69,49,54,59,55,57
251235,69,58,52,58,46,68
260959,73,59,55,66,21,48
258911,51,61,43,52,26,71
204383,63,54,60,61,52,63
264031,62,46,61,60,50,58
259424,53,64,45,61,20,48
262241,73,32,51,62,55,64
158305,49,55,56,55,60,66
254817,80,42,55,63,57,53
260449,62,24,51,52,58,52
228194,77,52,56,59,51,53
244066,62,59,64,62,37,55
244322,85,58,54,60,24,66
255074,65,54,55,60,35,50
256610,79,58,51,62,25,48
260450,57,25,47,41,57,53
260706,72,57,52,63,28,47
228195,78,44,54,61,52,71
239203,62,56,58,62,28,58
244835,64,56,58,68,56,44
263275,66,47,57,62,57,65
258667,72,37,52,57,54,64
263021,53,35,34,37,61,68
183533,60,60,56,62,53,58
247277,77,57,53,58,49,57
238061,63,55,58,63,54,58
264173,69,58,43,59,22,53
256236,68,38,54,61,56,63
254700,63,58,56,63,35,59
251372,72,57,58,61,52,60
264172,66,27,42,50,58,61
257259,69,52,59,62,54,58
260586,49,32,45,44,62,59
245994,62,54,60,61,57,59
262634,67,33,47,60,58,67
251369,63,60,63,61,26,58
245481,76,27,49,60,55,56
228073,69,60,51,59,43,70
261096,62,60,56,64,31,46
257511,56,62,59,64,39,45
238567,63,56,56,56,59,76
224231,50,52,63,59,39,59
223719,56,46,60,61,45,55
247533,65,33,47,56,56,57
255981,65,56,61,67,51,50
255853,64,51,60,64,24,45
264351,62,59,55,66,25,59
241263,72,46,56,64,45,54
260975,66,31,45,54,59,59
262768,71,31,43,53,60,63
215408,62,58,56,61,32,59
244592,77,58,50,64,25,63
264561,72,35,51,51,57,54
254321,82,53,58,64,32,48
244082,73,59,49,65,21,45
248178,82,50,52,58,25,54
255898,59,35,51,48,60,59
262811,64,23,32,41,60,66
258715,71,59,50,61,24,64
258972,63,25,40,43,59,66
256669,80,56,48,58,25,58
261277,73,48,47,55,53,73
264094,63,47,57,64,44,57
222190,59,43,53,58,62,64
263150,60,44,52,60,60,60
262382,54,46,59,63,53,47
260254,62,23,39,42,61,59
260778,70,48,64,59,37,61
205727,59,57,55,61,44,59
231421,61,52,62,67,49,58
257244,66,56,60,64,44,68
261470,53,62,42,56,29,66
257630,64,53,57,67,40,42
255998,60,32,45,44,61,59
238846,75,57,56,64,51,64
263678,70,52,53,58,53,54
263166,73,60,48,66,20,58
251645,66,60,53,63,25,57
245501,90,57,46,65,19,57
264189,67,36,50,58,58,59
257017,79,46,54,68,18,36
263421,86,50,54,64,34,53
261884,58,33,44,49,59,67
259324,66,54,59,66,40,45
255484,64,27,46,39,62,62
263932,85,51,50,65,26,44
261883,68,67,51,66,24,50
258042,55,39,43,43,58,69
239354,61,58,60,62,30,59
231674,75,26,49,53,55,68
264157,67,44,56,64,47,54
263008,71,49,59,61,47,58
234099,78,58,53,62,24,47
259327,73,55,42,60,24,61
209169,34,24,45,50,58,76
211217,57,51,59,58,58,71
245521,72,36,49,56,56,66
253969,68,32,51,54,60,65
263442,58,30,46,39,58,65
236818,67,54,57,63,52,65
237842,73,55,60,63,54,57
254482,92,59,51,60,28,56
257042,59,50,60,61,53,56
263955,65,59,52,68,28,43
264467,54,62,49,56,20,62
251411,67,50,56,61,27,47
255507,76,59,46,60,23,64
257811,69,48,52,59,55,65
245780,58,38,55,56,57,59
257790,72,34,48,56,57,67
263935,69,49,63,65,44,43
247295,60,61,56,60,22,57
254207,62,51,57,59,37,51
258041,54,63,45,62,22,45
255737,55,28,51,54,60,66
